ProductKey;ProductItemCode;ProductName;ProductColor;ProductSize;ProductLine;CategoryName;SubcategoryName;ProductDescription;ModelName;ProductStatus
326;BK-R50R-44;"Road-650 Red, 44";Red;44;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
327;BK-R50R-44;"Road-650 Red, 44";Red;44;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
328;BK-R50R-48;"Road-650 Red, 48";Red;48;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
329;BK-R50R-48;"Road-650 Red, 48";Red;48;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
330;BK-R50R-52;"Road-650 Red, 52";Red;52;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
331;BK-R50R-52;"Road-650 Red, 52";Red;52;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
332;BK-R50B-58;"Road-650 Black, 58";Black;58;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
333;BK-R50B-58;"Road-650 Black, 58";Black;58;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
334;BK-R50B-60;"Road-650 Black, 60";Black;60;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
335;BK-R50B-60;"Road-650 Black, 60";Black;60;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
336;BK-R50B-62;"Road-650 Black, 62";Black;62;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
337;BK-R50B-62;"Road-650 Black, 62";Black;62;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
338;BK-R50B-44;"Road-650 Black, 44";Black;44;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
339;BK-R50B-44;"Road-650 Black, 44";Black;44;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
340;BK-R50B-48;"Road-650 Black, 48";Black;48;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
341;BK-R50B-48;"Road-650 Black, 48";Black;48;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
342;BK-R50B-52;"Road-650 Black, 52";Black;52;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
343;BK-R50B-52;"Road-650 Black, 52";Black;52;R ;Bikes;Road Bikes;"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";Road-650;Outdate
344;BK-M82S-38;"Mountain-100 Silver, 38";Silver;38;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
345;BK-M82S-42;"Mountain-100 Silver, 42";Silver;42;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
346;BK-M82S-44;"Mountain-100 Silver, 44";Silver;44;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
347;BK-M82S-48;"Mountain-100 Silver, 48";Silver;48;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
348;BK-M82B-38;"Mountain-100 Black, 38";Black;38;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
349;BK-M82B-42;"Mountain-100 Black, 42";Black;42;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
350;BK-M82B-44;"Mountain-100 Black, 44";Black;44;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
351;BK-M82B-48;"Mountain-100 Black, 48";Black;48;M ;Bikes;Mountain Bikes;"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";Mountain-100;Outdate
352;BK-M68S-38;"Mountain-200 Silver, 38";Silver;38;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Outdate
353;BK-M68S-38;"Mountain-200 Silver, 38";Silver;38;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Current
354;BK-M68S-42;"Mountain-200 Silver, 42";Silver;42;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Outdate
355;BK-M68S-42;"Mountain-200 Silver, 42";Silver;42;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Current
356;BK-M68S-46;"Mountain-200 Silver, 46";Silver;46;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Outdate
357;BK-M68S-46;"Mountain-200 Silver, 46";Silver;46;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Current
358;BK-M68B-38;"Mountain-200 Black, 38";Black;38;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Outdate
359;BK-M68B-38;"Mountain-200 Black, 38";Black;38;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Current
360;BK-M68B-42;"Mountain-200 Black, 42";Black;42;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Outdate
361;BK-M68B-42;"Mountain-200 Black, 42";Black;42;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Current
362;BK-M68B-46;"Mountain-200 Black, 46";Black;46;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Outdate
363;BK-M68B-46;"Mountain-200 Black, 46";Black;46;M ;Bikes;Mountain Bikes;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Mountain-200;Current
364;BK-M47B-38;"Mountain-300 Black, 38";Black;38;M ;Bikes;Mountain Bikes;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Mountain-300;Outdate
365;BK-M47B-40;"Mountain-300 Black, 40";Black;40;M ;Bikes;Mountain Bikes;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Mountain-300;Outdate
366;BK-M47B-44;"Mountain-300 Black, 44";Black;44;M ;Bikes;Mountain Bikes;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Mountain-300;Outdate
367;BK-M47B-48;"Mountain-300 Black, 48";Black;48;M ;Bikes;Mountain Bikes;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Mountain-300;Outdate
368;BK-R89R-44;"Road-250 Red, 44";Red;44;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
369;BK-R89R-48;"Road-250 Red, 48";Red;48;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
370;BK-R89R-52;"Road-250 Red, 52";Red;52;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
371;BK-R89R-58;"Road-250 Red, 58";Red;58;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
372;BK-R89R-58;"Road-250 Red, 58";Red;58;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Current
373;BK-R89B-44;"Road-250 Black, 44";Black;44;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
374;BK-R89B-44;"Road-250 Black, 44";Black;44;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Current
375;BK-R89B-48;"Road-250 Black, 48";Black;48;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
376;BK-R89B-48;"Road-250 Black, 48";Black;48;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Current
377;BK-R89B-52;"Road-250 Black, 52";Black;52;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
378;BK-R89B-52;"Road-250 Black, 52";Black;52;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Current
379;BK-R89B-58;"Road-250 Black, 58";Black;58;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Outdate
380;BK-R89B-58;"Road-250 Black, 58";Black;58;R ;Bikes;Road Bikes;"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.";Road-250;Current
381;BK-R64Y-38;"Road-550-W Yellow, 38";Yellow;38;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Outdate
382;BK-R64Y-38;"Road-550-W Yellow, 38";Yellow;38;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Current
383;BK-R64Y-40;"Road-550-W Yellow, 40";Yellow;40;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Outdate
384;BK-R64Y-40;"Road-550-W Yellow, 40";Yellow;40;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Current
385;BK-R64Y-42;"Road-550-W Yellow, 42";Yellow;42;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Outdate
386;BK-R64Y-42;"Road-550-W Yellow, 42";Yellow;42;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Current
387;BK-R64Y-44;"Road-550-W Yellow, 44";Yellow;44;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Outdate
388;BK-R64Y-44;"Road-550-W Yellow, 44";Yellow;44;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Current
389;BK-R64Y-48;"Road-550-W Yellow, 48";Yellow;48;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Outdate
390;BK-R64Y-48;"Road-550-W Yellow, 48";Yellow;48;R ;Bikes;Road Bikes;"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.";Road-550-W;Current
391;FK-1639;LL Fork;NA;NULL;NULL;Components;Forks;Stout design absorbs shock and offers more precise steering.;LL Fork;Outdate
392;FK-5136;ML Fork;NA;NULL;NULL;Components;Forks;Composite road fork with an aluminum steerer tube.;ML Fork;Outdate
393;FK-9939;HL Fork;NA;NULL;NULL;Components;Forks;High-performance carbon road fork with curved legs.;HL Fork;Outdate
394;HS-0296;LL Headset;NA;NULL;NULL;Components;Headsets;Threadless headset provides quality at an economical price.;LL Headset;Outdate
395;HS-2451;ML Headset;NA;NULL;NULL;Components;Headsets;Sealed cartridge keeps dirt out.;ML Headset;Outdate
396;HS-3479;HL Headset;NA;NULL;NULL;Components;Headsets;High-quality 1" threadless headset with a grease port for quick lubrication.;HL Headset;Outdate
397;HB-M243;LL Mountain Handlebars;NA;NULL;M ;Components;Handlebars;All-purpose bar for on or off-road.;LL Mountain Handlebars;Outdate
398;HB-M243;LL Mountain Handlebars;NA;NULL;M ;Components;Handlebars;All-purpose bar for on or off-road.;LL Mountain Handlebars;Current
399;HB-M763;ML Mountain Handlebars;NA;NULL;M ;Components;Handlebars;Tough aluminum alloy bars for downhill.;ML Mountain Handlebars;Outdate
400;HB-M763;ML Mountain Handlebars;NA;NULL;M ;Components;Handlebars;Tough aluminum alloy bars for downhill.;ML Mountain Handlebars;Current
401;HB-M918;HL Mountain Handlebars;NA;NULL;M ;Components;Handlebars;Flat bar strong enough for the pro circuit.;HL Mountain Handlebars;Outdate
402;HB-M918;HL Mountain Handlebars;NA;NULL;M ;Components;Handlebars;Flat bar strong enough for the pro circuit.;HL Mountain Handlebars;Current
403;HB-R504;LL Road Handlebars;NA;NULL;R ;Components;Handlebars;Unique shape provides easier reach to the levers.;LL Road Handlebars;Outdate
404;HB-R504;LL Road Handlebars;NA;NULL;R ;Components;Handlebars;Unique shape provides easier reach to the levers.;LL Road Handlebars;Current
405;HB-R720;ML Road Handlebars;NA;NULL;R ;Components;Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;ML Road Handlebars;Outdate
406;HB-R720;ML Road Handlebars;NA;NULL;R ;Components;Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;ML Road Handlebars;Current
407;HB-R956;HL Road Handlebars;NA;NULL;R ;Components;Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";HL Road Handlebars;Outdate
408;HB-R956;HL Road Handlebars;NA;NULL;R ;Components;Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";HL Road Handlebars;Current
409;FR-M63B-38;"ML Mountain Frame - Black, 38";Black;38;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;ML Mountain Frame-W;Outdate
410;FW-M423;LL Mountain Front Wheel;Black;NULL;M ;Components;Wheels;Replacement mountain wheel for entry-level rider.;LL Mountain Front Wheel;Outdate
411;FW-M762;ML Mountain Front Wheel;Black;NULL;M ;Components;Wheels;Replacement mountain wheel for the casual to serious rider.;ML Mountain Front Wheel;Outdate
412;FW-M928;HL Mountain Front Wheel;Black;NULL;M ;Components;Wheels;High-performance mountain replacement wheel.;HL Mountain Front Wheel;Outdate
413;FW-R623;LL Road Front Wheel;Black;NULL;R ;Components;Wheels;Replacement road front wheel for entry-level cyclist.;LL Road Front Wheel;Outdate
414;FW-R762;ML Road Front Wheel;Black;NULL;R ;Components;Wheels;Sturdy alloy features a quick-release hub.;ML Road Front Wheel;Outdate
415;FW-R820;HL Road Front Wheel;Black;NULL;R ;Components;Wheels;Strong wheel with double-walled rim.;HL Road Front Wheel;Outdate
416;FW-T905;Touring Front Wheel;Black;NULL;T ;Components;Wheels;Aerodynamic rims for smooth riding.;Touring Front Wheel;Outdate
417;FR-R72Y-38;"ML Road Frame-W - Yellow, 38";Yellow;38;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Outdate
418;FR-R72Y-38;"ML Road Frame-W - Yellow, 38";Yellow;38;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Current
419;RW-M423;LL Mountain Rear Wheel;Black;NULL;M ;Components;Wheels;Replacement mountain wheel for entry-level rider.;LL Mountain Rear Wheel;Outdate
420;RW-M762;ML Mountain Rear Wheel;Black;NULL;M ;Components;Wheels;Replacement mountain wheel for the casual to serious rider.;ML Mountain Rear Wheel;Outdate
421;RW-M928;HL Mountain Rear Wheel;Black;NULL;M ;Components;Wheels;High-performance mountain replacement wheel.;HL Mountain Rear Wheel;Outdate
422;RW-R623;LL Road Rear Wheel;Black;NULL;R ;Components;Wheels;Replacement road rear wheel for entry-level cyclist.;LL Road Rear Wheel;Outdate
423;RW-R762;ML Road Rear Wheel;Black;NULL;R ;Components;Wheels;"Aluminum alloy rim with stainless steel spokes; built for speed.";ML Road Rear Wheel;Outdate
424;RW-R820;HL Road Rear Wheel;Black;NULL;R ;Components;Wheels;Strong rear wheel with double-walled rim.;HL Road Rear Wheel;Outdate
425;RW-T905;Touring Rear Wheel;Black;NULL;T ;Components;Wheels;Excellent aerodynamic rims guarantee a smooth ride.;Touring Rear Wheel;Outdate
426;FR-M63B-40;"ML Mountain Frame - Black, 40";Black;40;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;ML Mountain Frame;Outdate
427;FR-M63B-44;"ML Mountain Frame - Black, 44";Black;44;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;ML Mountain Frame;Outdate
428;FR-M63B-48;"ML Mountain Frame - Black, 48";Black;48;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;ML Mountain Frame;Outdate
429;FR-R72Y-40;"ML Road Frame-W - Yellow, 40";Yellow;40;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Outdate
430;FR-R72Y-40;"ML Road Frame-W - Yellow, 40";Yellow;40;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Current
431;FR-R72Y-42;"ML Road Frame-W - Yellow, 42";Yellow;42;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Outdate
432;FR-R72Y-42;"ML Road Frame-W - Yellow, 42";Yellow;42;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Current
433;FR-R72Y-44;"ML Road Frame-W - Yellow, 44";Yellow;44;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Outdate
434;FR-R72Y-44;"ML Road Frame-W - Yellow, 44";Yellow;44;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Current
435;FR-R72Y-48;"ML Road Frame-W - Yellow, 48";Yellow;48;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Outdate
436;FR-R72Y-48;"ML Road Frame-W - Yellow, 48";Yellow;48;R ;Components;Road Frames;"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.";ML Road Frame-W;Current
437;FR-R92B-62;"HL Road Frame - Black, 62";Black;62;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Outdate
438;FR-R92B-62;"HL Road Frame - Black, 62";Black;62;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Current
439;FR-R92B-44;"HL Road Frame - Black, 44";Black;44;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Outdate
440;FR-R92B-44;"HL Road Frame - Black, 44";Black;44;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Current
441;FR-R92B-48;"HL Road Frame - Black, 48";Black;48;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Outdate
442;FR-R92B-48;"HL Road Frame - Black, 48";Black;48;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Current
443;FR-R92B-52;"HL Road Frame - Black, 52";Black;52;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Outdate
444;FR-R92B-52;"HL Road Frame - Black, 52";Black;52;R ;Components;Road Frames;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";HL Road Frame;Current
445;SH-M897-S;"Men's Sports Shorts, S";Black;S;S ;Clothing;Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Men's Sports Shorts;Outdate
446;PA-T100;"Touring-Panniers, Large";Grey;NULL;T ;Accessories;Panniers;"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.";Touring-Panniers;Outdate
447;LO-C100;Cable Lock;NA;NULL;S ;Accessories;Locks;"Wraps to fit front and rear tires, carrier and 2 keys included.";Cable Lock;Outdate
448;PU-0452;Minipump;NA;NULL;S ;Accessories;Pumps;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;Minipump;Outdate
449;PU-M044;Mountain Pump;NA;NULL;M ;Accessories;Pumps;Simple and light-weight. Emergency patches stored in handle.;Mountain Pump;Outdate
450;LT-T990;Taillights - Battery-Powered;NA;NULL;R ;Accessories;Lights;Affordable light for safe night riding - uses 3 AAA batteries;Taillight;Outdate
451;LT-H902;Headlights - Dual-Beam;NA;NULL;R ;Accessories;Lights;Rechargeable dual-beam headlight.;Headlights - Dual-Beam;Outdate
452;LT-H903;Headlights - Weatherproof;NA;NULL;R ;Accessories;Lights;Rugged weatherproof headlight.;Headlights - Weatherproof;Outdate
453;SH-M897-M;"Men's Sports Shorts, M";Black;M;S ;Clothing;Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Men's Sports Shorts;Outdate
454;SH-M897-L;"Men's Sports Shorts, L";Black;L;S ;Clothing;Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Men's Sports Shorts;Outdate
455;SH-M897-X;"Men's Sports Shorts, XL";Black;XL;S ;Clothing;Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Men's Sports Shorts;Outdate
456;TG-W091-S;"Women's Tights, S";Black;S;S ;Clothing;Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Women's Tights;Outdate
457;TG-W091-M;"Women's Tights, M";Black;M;S ;Clothing;Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Women's Tights;Outdate
458;TG-W091-L;"Women's Tights, L";Black;L;S ;Clothing;Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Women's Tights;Outdate
459;SB-M891-S;"Men's Bib-Shorts, S";Multi;S;S ;Clothing;Bib-Shorts;"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.";Men's Bib-Shorts;Outdate
460;SB-M891-M;"Men's Bib-Shorts, M";Multi;M;S ;Clothing;Bib-Shorts;"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.";Men's Bib-Shorts;Outdate
461;SB-M891-L;"Men's Bib-Shorts, L";Multi;L;S ;Clothing;Bib-Shorts;"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.";Men's Bib-Shorts;Outdate
462;GL-H102-S;"Half-Finger Gloves, S";Black;S;S ;Clothing;Gloves;"Full padding, improved finger flex, durable palm, adjustable closure.";Half-Finger Gloves;Outdate
