ProductKey;ProductItemCode;ProductName;ProductColor;ProductSize;ProductLine;CategoryName;SubcategoryName;ProductDescription;ModelName;ProductStatus
463;GL-H102-S;"Half-Finger Gloves, S";Black;S;S ;Clothing;Gloves;"Full padding, improved finger flex, durable palm, adjustable closure.";Half-Finger Gloves;Current
464;GL-H102-M;"Half-Finger Gloves, M";Black;M;S ;Clothing;Gloves;"Full padding, improved finger flex, durable palm, adjustable closure.";Half-Finger Gloves;Outdate
465;GL-H102-M;"Half-Finger Gloves, M";Black;M;S ;Clothing;Gloves;"Full padding, improved finger flex, durable palm, adjustable closure.";Half-Finger Gloves;Current
466;GL-H102-L;"Half-Finger Gloves, L";Black;L;S ;Clothing;Gloves;"Full padding, improved finger flex, durable palm, adjustable closure.";Half-Finger Gloves;Outdate
467;GL-H102-L;"Half-Finger Gloves, L";Black;L;S ;Clothing;Gloves;"Full padding, improved finger flex, durable palm, adjustable closure.";Half-Finger Gloves;Current
468;GL-F110-S;"Full-Finger Gloves, S";Black;S;M ;Clothing;Gloves;"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.";Full-Finger Gloves;Outdate
469;GL-F110-M;"Full-Finger Gloves, M";Black;M;M ;Clothing;Gloves;"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.";Full-Finger Gloves;Outdate
470;GL-F110-L;"Full-Finger Gloves, L";Black;L;M ;Clothing;Gloves;"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.";Full-Finger Gloves;Outdate
471;VE-C304-S;"Classic Vest, S";Blue;S;S ;Clothing;Vests;"Light-weight, wind-resistant, packs to fit into a pocket.";Classic Vest;Current
472;VE-C304-M;"Classic Vest, M";Blue;M;S ;Clothing;Vests;"Light-weight, wind-resistant, packs to fit into a pocket.";Classic Vest;Current
473;VE-C304-L;"Classic Vest, L";Blue;L;S ;Clothing;Vests;"Light-weight, wind-resistant, packs to fit into a pocket.";Classic Vest;Current
474;SH-W890-S;"Women's Mountain Shorts, S";Black;S;M ;Clothing;Shorts;"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.";Women's Mountain Shorts;Current
475;SH-W890-M;"Women's Mountain Shorts, M";Black;M;M ;Clothing;Shorts;"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.";Women's Mountain Shorts;Current
476;SH-W890-L;"Women's Mountain Shorts, L";Black;L;M ;Clothing;Shorts;"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.";Women's Mountain Shorts;Current
477;WB-H098;Water Bottle - 30 oz.;NA;NULL;S ;Accessories;Bottles and Cages;"AWC logo water bottle - holds 30 oz; leak-proof.";Water Bottle;Current
478;BC-M005;Mountain Bottle Cage;NA;NULL;M ;Accessories;Bottles and Cages;Tough aluminum cage holds bottle securly on tough terrain.;Mountain Bottle Cage;Current
479;BC-R205;Road Bottle Cage;NA;NULL;R ;Accessories;Bottles and Cages;"Aluminum cage is lighter than our mountain version; perfect for long distance trips.";Road Bottle Cage;Current
480;PK-7098;Patch Kit/8 Patches;NA;NULL;S ;Accessories;Tires and Tubes;"Includes 8 different size patches, glue and sandpaper.";Patch kit;Current
481;SO-R809-M;"Racing Socks, M";White;M;R ;Clothing;Socks;"Thin, lightweight and durable with cuffs that stay up.";Racing Socks;Current
482;SO-R809-L;"Racing Socks, L";White;L;R ;Clothing;Socks;"Thin, lightweight and durable with cuffs that stay up.";Racing Socks;Current
483;RA-H123;Hitch Rack - 4-Bike;NA;NULL;S ;Accessories;Bike Racks;"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.";Hitch Rack - 4-Bike;Current
484;CL-9009;Bike Wash - Dissolver;NA;NULL;S ;Accessories;Cleaners;"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.";Bike Wash;Current
485;FE-6654;Fender Set - Mountain;NA;NULL;M ;Accessories;Fenders;Clip-on fenders fit most mountain bikes.;Fender Set - Mountain;Current
486;ST-1401;All-Purpose Bike Stand;NA;NULL;M ;Accessories;Bike Stands;Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.;All-Purpose Bike Stand;Current
487;HY-1023-70;Hydration Pack - 70 oz.;Silver;70;S ;Accessories;Hydration Packs;"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.";Hydration Pack;Current
488;SJ-0194-S;"Short-Sleeve Classic Jersey, S";Yellow;S;S ;Clothing;Jerseys;"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";Short-Sleeve Classic Jersey;Current
489;SJ-0194-M;"Short-Sleeve Classic Jersey, M";Yellow;M;S ;Clothing;Jerseys;"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";Short-Sleeve Classic Jersey;Current
490;SJ-0194-L;"Short-Sleeve Classic Jersey, L";Yellow;L;S ;Clothing;Jerseys;"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";Short-Sleeve Classic Jersey;Current
491;SJ-0194-X;"Short-Sleeve Classic Jersey, XL";Yellow;XL;S ;Clothing;Jerseys;"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";Short-Sleeve Classic Jersey;Current
492;FR-T98Y-60;"HL Touring Frame - Yellow, 60";Yellow;60;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
493;FR-T67Y-62;"LL Touring Frame - Yellow, 62";Yellow;62;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
494;FR-T98Y-46;"HL Touring Frame - Yellow, 46";Yellow;46;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
495;FR-T98Y-50;"HL Touring Frame - Yellow, 50";Yellow;50;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
496;FR-T98Y-54;"HL Touring Frame - Yellow, 54";Yellow;54;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
497;FR-T98U-46;"HL Touring Frame - Blue, 46";Blue;46;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
498;FR-T98U-50;"HL Touring Frame - Blue, 50";Blue;50;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
499;FR-T98U-54;"HL Touring Frame - Blue, 54";Blue;54;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
500;FR-T98U-60;"HL Touring Frame - Blue, 60";Blue;60;T ;Components;Touring Frames;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";HL Touring Frame;Current
501;RD-2308;Rear Derailleur;Silver;NULL;NULL;Components;Derailleurs;Wide-link design.;Rear Derailleur;Current
502;FR-T67U-50;"LL Touring Frame - Blue, 50";Blue;50;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
503;FR-T67U-54;"LL Touring Frame - Blue, 54";Blue;54;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
504;FR-T67U-58;"LL Touring Frame - Blue, 58";Blue;58;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
505;FR-T67U-62;"LL Touring Frame - Blue, 62";Blue;62;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
506;FR-T67Y-44;"LL Touring Frame - Yellow, 44";Yellow;44;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
507;FR-T67Y-50;"LL Touring Frame - Yellow, 50";Yellow;50;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
508;FR-T67Y-54;"LL Touring Frame - Yellow, 54";Yellow;54;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
509;FR-T67Y-58;"LL Touring Frame - Yellow, 58";Yellow;58;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
510;FR-T67U-44;"LL Touring Frame - Blue, 44";Blue;44;T ;Components;Touring Frames;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;LL Touring Frame;Current
511;FR-M63S-40;"ML Mountain Frame-W - Silver, 40";Silver;40;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;ML Mountain Frame-W;Current
512;FR-M63S-42;"ML Mountain Frame-W - Silver, 42";Silver;42;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;ML Mountain Frame-W;Current
513;FR-M63S-46;"ML Mountain Frame-W - Silver, 46";Silver;46;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;ML Mountain Frame-W;Current
514;RB-9231;Rear Brakes;Silver;NULL;NULL;Components;Brakes;NULL;Rear Brakes;Current
515;SE-M236;LL Mountain Seat/Saddle;NA;NULL;M ;Components;Saddles;Synthetic leather. Features gel for increased comfort.;LL Mountain Seat/Saddle 2;Current
516;SE-M798;ML Mountain Seat/Saddle;NA;NULL;M ;Components;Saddles;Designed to absorb shock.;ML Mountain Seat/Saddle 2;Current
517;SE-M940;HL Mountain Seat/Saddle;NA;NULL;M ;Components;Saddles;Anatomic design for a full-day of riding in comfort. Durable leather.;HL Mountain Seat/Saddle 2;Current
518;SE-R581;LL Road Seat/Saddle;NA;NULL;R ;Components;Saddles;Lightweight foam-padded saddle.;LL Road Seat/Saddle 1;Current
519;SE-R908;ML Road Seat/Saddle;NA;NULL;T ;Components;Saddles;Rubber bumpers absorb bumps.;ML Road Seat/Saddle 2;Current
520;SE-R995;HL Road Seat/Saddle;NA;NULL;R ;Components;Saddles;Lightweight kevlar racing saddle. Leather.;HL Road Seat/Saddle 2;Current
521;SE-T312;LL Touring Seat/Saddle;NA;NULL;T ;Components;Saddles;"Comfortable, ergonomically shaped gel saddle.";LL Touring Seat/Saddle;Current
522;SE-T762;ML Touring Seat/Saddle;NA;NULL;T ;Components;Saddles;New design relieves pressure for long rides.;ML Touring Seat/Saddle;Current
523;SE-T924;HL Touring Seat/Saddle;NA;NULL;T ;Components;Saddles;Cut-out shell for a more comfortable ride.;HL Touring Seat/Saddle;Current
524;FR-M21S-42;"LL Mountain Frame - Silver, 42";Silver;42;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
525;FR-M21S-44;"LL Mountain Frame - Silver, 44";Silver;44;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
526;FR-M21S-48;"LL Mountain Frame - Silver, 48";Silver;48;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
527;FR-M21S-52;"LL Mountain Frame - Silver, 52";Silver;52;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
528;TT-M928;Mountain Tire Tube;NA;NULL;M ;Accessories;Tires and Tubes;Self-sealing tube.;Mountain Tire Tube;Current
529;TT-R982;Road Tire Tube;NA;NULL;R ;Accessories;Tires and Tubes;Conventional all-purpose tube.;Road Tire Tube;Current
530;TT-T092;Touring Tire Tube;NA;NULL;T ;Accessories;Tires and Tubes;General purpose tube.;Touring Tire Tube;Current
531;FR-M21B-42;"LL Mountain Frame - Black, 42";Black;42;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
532;FR-M21B-44;"LL Mountain Frame - Black, 44";Black;44;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
533;FR-M21B-48;"LL Mountain Frame - Black, 48";Black;48;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
534;FR-M21B-52;"LL Mountain Frame - Black, 52";Black;52;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
535;TI-M267;LL Mountain Tire;NA;NULL;M ;Accessories;Tires and Tubes;"Comparible traction, less expensive wire bead casing.";LL Mountain Tire;Current
536;TI-M602;ML Mountain Tire;NA;NULL;M ;Accessories;Tires and Tubes;"Great traction, high-density rubber.";ML Mountain Tire;Current
537;TI-M823;HL Mountain Tire;NA;NULL;M ;Accessories;Tires and Tubes;"Incredible traction, lightweight carbon reinforced.";HL Mountain Tire;Current
538;TI-R092;LL Road Tire;NA;NULL;R ;Accessories;Tires and Tubes;Same great treads as more expensive tire with a less expensive wire bead casing.;LL Road Tire;Current
539;TI-R628;ML Road Tire;NA;NULL;R ;Accessories;Tires and Tubes;Higher density rubber.;ML Road Tire;Current
540;TI-R982;HL Road Tire;NA;NULL;R ;Accessories;Tires and Tubes;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;HL Road Tire;Current
541;TI-T723;Touring Tire;NA;NULL;T ;Accessories;Tires and Tubes;High-density rubber.;Touring Tire;Current
542;PD-M282;LL Mountain Pedal;Silver/Black;NULL;M ;Components;Pedals;"Expanded platform so you can ride in any shoes; great for all-around riding.";LL Mountain Pedal;Current
543;PD-M340;ML Mountain Pedal;Silver/Black;NULL;M ;Components;Pedals;"Lightweight, durable, clipless pedal with adjustable tension.";ML Mountain Pedal;Current
544;PD-M562;HL Mountain Pedal;Silver/Black;NULL;M ;Components;Pedals;"Stainless steel; designed to shed mud easily.";HL Mountain Pedal;Current
545;PD-R347;LL Road Pedal;Silver/Black;NULL;R ;Components;Pedals;Clipless pedals - aluminum.;LL Road Pedal;Current
546;PD-R563;ML Road Pedal;Silver/Black;NULL;R ;Components;Pedals;Lightweight aluminum alloy construction.;ML Road Pedal;Current
547;PD-R853;HL Road Pedal;Silver/Black;NULL;R ;Components;Pedals;Top-of-the-line clipless pedals with adjustable tension.;HL Road Pedal;Current
548;PD-T852;Touring Pedal;Silver/Black;NULL;T ;Components;Pedals;A stable pedal for all-day riding.;Touring Pedal;Current
549;FR-M63S-38;"ML Mountain Frame-W - Silver, 38";Silver;38;M ;Components;Mountain Frames;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;ML Mountain Frame-W;Current
550;FR-M21B-40;"LL Mountain Frame - Black, 40";Black;40;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
551;FR-M21S-40;"LL Mountain Frame - Silver, 40";Silver;40;M ;Components;Mountain Frames;"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.";LL Mountain Frame;Current
552;FD-2342;Front Derailleur;Silver;NULL;NULL;Components;Derailleurs;Wide-link design.;Front Derailleur;Current
553;HB-T721;LL Touring Handlebars;NA;NULL;T ;Components;Handlebars;Unique shape reduces fatigue for entry level riders.;LL Touring Handlebars;Current
554;HB-T928;HL Touring Handlebars;NA;NULL;T ;Components;Handlebars;A light yet stiff aluminum bar for long distance riding.;HL Touring Handlebars;Current
555;FB-9873;Front Brakes;Silver;NULL;NULL;Components;Brakes;"All-weather brake pads; provides superior stopping by applying more surface to the rim.";Front Brakes;Current
556;CS-4759;LL Crankset;Black;NULL;NULL;Components;Cranksets;Super rigid spindle.;LL Crankset;Current
557;CS-6583;ML Crankset;Black;NULL;NULL;Components;Cranksets;High-strength crank arm.;ML Crankset;Current
558;CS-9183;HL Crankset;Black;NULL;NULL;Components;Cranksets;"Triple crankset; alumunim crank arm; flawless shifting.";HL Crankset;Current
559;CH-0234;Chain;Silver;NULL;NULL;Components;Chains;Superior shifting performance.;Chain;Current
560;BK-T44U-60;"Touring-2000 Blue, 60";Blue;60;T ;Bikes;Touring Bikes;"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.";Touring-2000;Current
561;BK-T79Y-46;"Touring-1000 Yellow, 46";Yellow;46;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
562;BK-T79Y-50;"Touring-1000 Yellow, 50";Yellow;50;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
563;BK-T79Y-54;"Touring-1000 Yellow, 54";Yellow;54;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
564;BK-T79Y-60;"Touring-1000 Yellow, 60";Yellow;60;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
565;BK-T18U-54;"Touring-3000 Blue, 54";Blue;54;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
566;BK-T18U-58;"Touring-3000 Blue, 58";Blue;58;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
567;BK-T18U-62;"Touring-3000 Blue, 62";Blue;62;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
568;BK-T18Y-44;"Touring-3000 Yellow, 44";Yellow;44;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
569;BK-T18Y-50;"Touring-3000 Yellow, 50";Yellow;50;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
570;BK-T18Y-54;"Touring-3000 Yellow, 54";Yellow;54;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
571;BK-T18Y-58;"Touring-3000 Yellow, 58";Yellow;58;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
572;BK-T18Y-62;"Touring-3000 Yellow, 62";Yellow;62;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
573;BK-T79U-46;"Touring-1000 Blue, 46";Blue;46;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
574;BK-T79U-50;"Touring-1000 Blue, 50";Blue;50;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
575;BK-T79U-54;"Touring-1000 Blue, 54";Blue;54;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
576;BK-T79U-60;"Touring-1000 Blue, 60";Blue;60;T ;Bikes;Touring Bikes;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Touring-1000;Current
577;BK-T44U-46;"Touring-2000 Blue, 46";Blue;46;T ;Bikes;Touring Bikes;"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.";Touring-2000;Current
578;BK-T44U-50;"Touring-2000 Blue, 50";Blue;50;T ;Bikes;Touring Bikes;"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.";Touring-2000;Current
579;BK-T44U-54;"Touring-2000 Blue, 54";Blue;54;T ;Bikes;Touring Bikes;"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.";Touring-2000;Current
580;BK-R79Y-40;"Road-350-W Yellow, 40";Yellow;40;R ;Bikes;Road Bikes;"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.";Road-350-W;Current
581;BK-R79Y-42;"Road-350-W Yellow, 42";Yellow;42;R ;Bikes;Road Bikes;"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.";Road-350-W;Current
582;BK-R79Y-44;"Road-350-W Yellow, 44";Yellow;44;R ;Bikes;Road Bikes;"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.";Road-350-W;Current
583;BK-R79Y-48;"Road-350-W Yellow, 48";Yellow;48;R ;Bikes;Road Bikes;"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.";Road-350-W;Current
584;BK-R19B-58;"Road-750 Black, 58";Black;58;R ;Bikes;Road Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Road-750;Current
585;BK-T18U-44;"Touring-3000 Blue, 44";Blue;44;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
586;BK-T18U-50;"Touring-3000 Blue, 50";Blue;50;T ;Bikes;Touring Bikes;"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.";Touring-3000;Current
587;BK-M38S-38;"Mountain-400-W Silver, 38";Silver;38;M ;Bikes;Mountain Bikes;"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.";Mountain-400-W;Current
588;BK-M38S-40;"Mountain-400-W Silver, 40";Silver;40;M ;Bikes;Mountain Bikes;"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.";Mountain-400-W;Current
589;BK-M38S-42;"Mountain-400-W Silver, 42";Silver;42;M ;Bikes;Mountain Bikes;"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.";Mountain-400-W;Current
590;BK-M38S-46;"Mountain-400-W Silver, 46";Silver;46;M ;Bikes;Mountain Bikes;"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.";Mountain-400-W;Current
591;BK-M18S-40;"Mountain-500 Silver, 40";Silver;40;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
592;BK-M18S-42;"Mountain-500 Silver, 42";Silver;42;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
593;BK-M18S-44;"Mountain-500 Silver, 44";Silver;44;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
594;BK-M18S-48;"Mountain-500 Silver, 48";Silver;48;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
595;BK-M18S-52;"Mountain-500 Silver, 52";Silver;52;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
596;BK-M18B-40;"Mountain-500 Black, 40";Black;40;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
597;BK-M18B-42;"Mountain-500 Black, 42";Black;42;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
598;BK-M18B-44;"Mountain-500 Black, 44";Black;44;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
599;BK-M18B-48;"Mountain-500 Black, 48";Black;48;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
600;BK-M18B-52;"Mountain-500 Black, 52";Black;52;M ;Bikes;Mountain Bikes;"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.";Mountain-500;Current
601;BB-7421;LL Bottom Bracket;NA;NULL;NULL;Components;Bottom Brackets;Chromoly steel.;LL Bottom Bracket;Current
602;BB-8107;ML Bottom Bracket;NA;NULL;NULL;Components;Bottom Brackets;"Aluminum alloy cups; large diameter spindle.";ML Bottom Bracket;Current
603;BB-9108;HL Bottom Bracket;NA;NULL;NULL;Components;Bottom Brackets;Aluminum alloy cups and a hollow axle.;HL Bottom Bracket;Current
604;BK-R19B-44;"Road-750 Black, 44";Black;44;R ;Bikes;Road Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Road-750;Current
605;BK-R19B-48;"Road-750 Black, 48";Black;48;R ;Bikes;Road Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Road-750;Current
606;BK-R19B-52;"Road-750 Black, 52";Black;52;R ;Bikes;Road Bikes;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Road-750;Current
